蛇年贺岁Q980051331,#genre#
少儿动画185,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a015d52f7eb44b03bc406ea8bac3f317/1200.m3u8
少儿动画186,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7f0a8f917bec4783b406ecc4214c7641/1200.m3u8
少儿动画187,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f31f1e326d8643448e5e1b39ee4faf91/1200.m3u8
少儿动画188,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5eaefcf83fd5407cbf5719e9ef505c53/1200.m3u8
少儿动画189,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aca4c80f2e1348b3a638a384cb3dacbd/1200.m3u8
少儿动画190,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a80afe9037214643a05476a18dd2916f/1200.m3u8
少儿动画192,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aad9a3a99b0d497989c38b7e52d372ed/1200.m3u8
少儿动画193,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/badc399a148e46d4a6baba912c45efaa/1200.m3u8
少儿动画194,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0a70541aba5f4536a3495eb00e53b4cb/1200.m3u8
少儿动画195,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/362365997b474c0b9a500dc5c0c685b0/1200.m3u8
少儿动画196,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3f4de59bfda842448bc634309cbb7e99/1200.m3u8
少儿动画197,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aed789146853437dbc0a5e38028ef1b5/1200.m3u8
少儿动画198,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/45803c4f41ab4b9cb57e44bf20024059/1200.m3u8
少儿动画199,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e220f245fddc42e4bb23ee09c043c06f/1200.m3u8
少儿动画200,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/08289beaa8c845ba98a59547550914bc/1200.m3u8
少儿动画201,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/bf418ebed81c46d29562c58b29b140d2/1200.m3u8
少儿动画202,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/644926d099f341848883bfebb29d3010/1200.m3u8
少儿动画203,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1be4e0932fb4418ebb333083dac8533d/1200.m3u8
少儿动画204,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5df26c4c7b754ba2aba3f0a9b1d9fe3d/1200.m3u8
少儿动画205,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/963ade9aede54d2da53f48f2f3c4cf37/1200.m3u8
少儿动画206,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/eda1c82647e54c2196aa15dc80def270/1200.m3u8
少儿动画207,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2ff5cbee41c04a2fa336f263291d69c1/1200.m3u8
少儿动画208,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4790548ce4e84fc189e2485860431b93/1200.m3u8
少儿动画209,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9139376bb98d495aabcfb7ba95b9947e/1200.m3u8
少儿动画210,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/efbd040e94c144bb8a74e2d63845c5b4/1200.m3u8
少儿动画211,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/77111c1722834f4291278926d1a0c226/1200.m3u8
少儿动画212,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8b6ba81978cf4e73b30289f18350a6fa/1200.m3u8
少儿动画213,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/193e0d1b4ee24d26b3a458a11c626c2e/1200.m3u8
少儿动画214,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/de6b589b1c6647deab8bbf993c2f0c02/1200.m3u8
少儿动画215,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9951a25dfd414c999519ac87ff166246/1200.m3u8
少儿动画216,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9d54938ac47c418f972adba6ab12cc34/1200.m3u8
少儿动画217,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/cc8f54144cb04cde828f37fc744701e6/1200.m3u8
少儿动画218,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b88184bbd2314803af3f55edd8520760/1200.m3u8
少儿动画219,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5d1d2cc09ad74ecbaf7a909b04dc2eff/1200.m3u8
少儿动画220,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/144ab3f925d9498f91c2f847a3c99236/1200.m3u8
少儿动画221,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6b65cf85a22b41dea32a5635b56ed064/1200.m3u8
少儿动画222,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/098e39c11709457187bf1c43e689ffbb/1200.m3u8
少儿动画223,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3500f74e6189458f9ff6e5b7f4064734/1200.m3u8
少儿动画224,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/02059de0ff2d4f56969aed1e1f4ac9e2/1200.m3u8
少儿动画225,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f173715b6c7b44b891aa18f92c01095e/1200.m3u8
少儿动画226,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1cbec41fc50740e398e3a666ab663420/1200.m3u8
少儿动画227,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6ab60beb6ff74063a7c8a290384ed3a4/1200.m3u8
少儿动画228,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2ae263a82f534908b0bc7565c4384188/1200.m3u8
少儿动画229,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/555d01d4d3ef41858384193e82686bf6/1200.m3u8
少儿动画230,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/12bd2a38810d49a693c5ec1654a6a0e4/1200.m3u8
少儿动画231,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/825dc8077a4846219eb60eb9a251a6de/1200.m3u8
少儿动画232,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ee50f5dd8a51454cb1e30b97b27681c8/1200.m3u8
少儿动画233,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/07d123b6b48045f8a03cc8048e82c316/1200.m3u8
少儿动画234,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/be70b405aa5b429a8f116ac64fff213e/1200.m3u8
少儿动画235,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ed07072fe684345870ff452479b0092/1200.m3u8
少儿动画236,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b2e88d4b1079494bb7ab39a180f9ab09/1200.m3u8
少儿动画237,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/737493dbc8e64023aeb70bafa0ee89ae/1200.m3u8
少儿动画238,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/776058e8ae2041338955d4bf9ebad1bd/1200.m3u8
少儿动画239,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/827f3492219645ca9010b7241a3d9f12/1200.m3u8
少儿动画240,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b073ed3127cf4b8b966215bc715fdcbd/1200.m3u8
少儿动画241,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/97466d588c004c229df7294cf401ab62/1200.m3u8
少儿动画242,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f5bd7b5ce86e42db8e9f5bd510f6f7c6/1200.m3u8
少儿动画243,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3c4f857bb1e948cfa92d27fd0bd1b199/1200.m3u8
少儿动画244,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0c3cfa0fc0444cb9b1094d16ce359ad0/1200.m3u8
少儿动画245,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/61f652d827474671907dafe0d2187637/1200.m3u8
少儿动画246,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1945ff42f51340b1ab6ee79b226c35bf/1200.m3u8
少儿动画247,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/584e0cdcb21a4d74986e5d28390e17ef/1200.m3u8
少儿动画248,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/30d67f76482d4d3fa3d1cfd8da4fc628/1200.m3u8
少儿动画249,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3d4025a50e7f49529e8603d19878e1b5/1200.m3u8
少儿动画250,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9b38c18ee03b49c593fbec37e7b3b485/1200.m3u8
少儿动画251,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/183fb53d0d3a4ef6939c92ca708224bf/1200.m3u8
少儿动画252,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e019ca856e0f48ff97a774a515a2e04d/1200.m3u8
少儿动画253,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0be2fc2baf834f2d88cb979deab624fe/1200.m3u8
少儿动画254,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/044a1e2e01194502823de6999da45749/1200.m3u8
少儿动画255,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9c000151418147b5b7234d696b190fd8/1200.m3u8
少儿动画256,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1ab5c7452a4e4d6687de962ed01912bd/1200.m3u8
少儿动画257,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/822ac70688e8418cbbbc065be2f480ff/1200.m3u8
少儿动画258,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/bf1b88525a174043a9e738a131ebf0f4/1200.m3u8
少儿动画259,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fd8a89db077a43d8a2adf07e96a1d357/1200.m3u8
少儿动画260,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e42ec6ee0b2d4dcb99e7051039ae7df7/1200.m3u8
少儿动画261,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/de975ff372664c16966a16bf1fd77017/1200.m3u8
少儿动画262,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e3983c39b16a4241a0ee3245f85aa418/1200.m3u8
少儿动画263,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5a794d63f7364a6fa21343f7dd63d984/1200.m3u8
少儿动画264,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/51b344ad1ba441f592c92c0a57b3dbaf/1200.m3u8
少儿动画265,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6cdd79d9c0f24ae1bddc428861bb25b2/1200.m3u8
少儿动画266,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/edece10a914641c18ea9e5bd43da3b21/1200.m3u8
少儿动画267,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/900a6d895d884a00b9d90baee0d28060/1200.m3u8
少儿动画268,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7fad1b2a5103404289df3357430fe8b6/1200.m3u8
少儿动画269,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/62ae9373c9d349d98cfd06bdd7e0b1fb/1200.m3u8
少儿动画270,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3a35a4f130dd409590b68e6bd90e5cb7/1200.m3u8
少儿动画271,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b765d2bf8944411a99112c5aaeef374e/1200.m3u8
少儿动画272,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c27b0871b1a43a09eb3a354f5cc6350/1200.m3u8
少儿动画273,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/79d0862e69934cea8ba411e7a7f8b010/1200.m3u8
少儿动画274,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4393a42c78574308aec953c6609410c1/1200.m3u8
少儿动画275,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f9ac8e8b891441a9ea32d1b0585cc3c/1200.m3u8
少儿动画276,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8675adb6c9284dbeb9f0f600feafd555/1200.m3u8
少儿动画277,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/53877bcf360845ab9c61b6809aa3132e/1200.m3u8
少儿动画278,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/671f284dffe04d518e1f047aac5916c8/1200.m3u8
少儿动画279,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a072fb46e9474a26babeb0644d5e8dc3/1200.m3u8
少儿动画280,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f812104b48504fae91fe9377945fd01e/1200.m3u8
少儿动画281,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a782842e5a094048a3a62edd92ff37dc/1200.m3u8
少儿动画282,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b759cd1e63d8451b83abd147309ee3db/1200.m3u8
少儿动画283,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e0db2445002a4b67b57d12b4c33c1529/1200.m3u8
少儿动画284,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ec5f37043ef44b86ba926bd67896cc4f/1200.m3u8
少儿动画285,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/26c969818c694784b2c6f6fb8958e255/1200.m3u8
少儿动画286,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1db00bd5298a4f0e8d4532c9151c2aba/1200.m3u8
少儿动画287,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b83ba09ba1d64cc7b4c942050895367f/1200.m3u8
少儿动画288,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e55f52ff4cae44cda78051bf28b040fd/1200.m3u8
少儿动画289,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d95f0e7ae4014c289aed82e0a2c57690/1200.m3u8
少儿动画290,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ca3f5b58da1845919ce457665c609d7b/1200.m3u8
少儿动画292,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/29d4a442c38042a1a924183e87ae534e/1200.m3u8
少儿动画293,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e272be58a0694991bbdb2131ae20b5ed/1200.m3u8
少儿动画294,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/904892bff8ab4de894eb46685fc6fe87/1200.m3u8
少儿动画295,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/584d0536b3914dabb03a60d7426c46e6/1200.m3u8
少儿动画296,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b4667f3a746e4d2382835b3d2c2a2ff7/1200.m3u8
少儿动画297,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6c438ef0a3cc492fa136ae39a4da941e/1200.m3u8

CIBN影院,#genre#
CIBN精品影院,http://zby.xjqxz.top/zh13/live.m3u8
CIBN院线大片,http://zby.xjqxz.top/zh06/live.m3u8

湾湾频道,#genre#
Discovery探索频道,http://61.221.215.25:8800/hls/1/index.m3u8
GTV八大戏剧HD,http://61.221.215.25:8800/hls/39/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
SET三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
纬来精采HD,http://61.221.215.25:8800/hls/48/index.m3u8
音乐欣赏1,http://61.221.215.25:8800/hls/49/index.m3u8
Discovery探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
GTV八大第1台HD,http://61.221.215.25:8800/hls/55/index.m3u8
GTV八大综合台HD,http://61.221.215.25:8800/hls/56/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音乐欣赏2,http://61.221.215.25:8800/hls/58/index.m3u8
民视HD,rtmp://f13h.mine.nu/sat/tv051
台视HD,rtmp://f13h.mine.nu/sat/tv071
CTV中视HD,rtmp://f13h.mine.nu/sat/tv091
CTS华视HD,rtmp://f13h.mine.nu/sat/tv111
纬来日本HD,rtmp://f13h.mine.nu/sat/tv771
EBC东森超视HD,rtmp://f13h.mine.nu/sat/tv331
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8?
大爱1,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8?
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8?
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
新加坡中文,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡中文,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w1949275579.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线财经资讯,http://61.10.2.145/live_freedirect/freehd208_h.live/chunklist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港国际财经,http://61.10.2.140/live_freedirect/opentvhd002_h.live/playlist.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
Fox新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
GOODTV卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
GOODTV好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
GOOD2TV,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8
  kbsworⅠd,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
 耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8

测壹频道,#genre#
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
TVB 翡翠,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB 华丽,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB 星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB 千禧经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
天映频道,http://50.7.234.10:8278/Celestial/playlist.m3u8?tid=MB0B6153961161539611&ct=19955&tsum=595ff8b4e51dcb87b06c193bdd260231
天映经典,http://50.7.234.10:8278/Celestial2/playlist.m3u8?tid=MD4D4914978049149780&ct=19955&tsum=f559497d6460d2c46621e285faa7cad4
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
猪哥亮歌厅国,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
博斯高球,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
台视,rtmp://f13h.mine.nu:1935/sat/tv071
民视,rtmp://f13h.mine.nu:1935/sat/tv051
华视,rtmp://f13h.mine.nu:1935/sat/tv111
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
纬来育乐,rtmp://f13h.mine.nu:1935/sat/tv701
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
东森美洲,http://extraott.com:80/live/6772191932/1654508883/473538.m3u8
亚洲.旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
亚洲美食,http://mayi.ix.tc/smt.php?id=afc_twn
美食星球,http://mayi.ix.tc/smt.php?id=foodplanet_twn
亚洲旅游 TLC Asia,http://mayi.ix.tc/smt.php?id=tlc_twn
AFC 亚洲旅游台,http://mayi.ix.tc/smt.php?id=asiatravel_twn

广东综合,#genre#
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
广东珠江高清,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广东体育高清-测试,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdty
广东珠江,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdzj

浙江综合,#genre#
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻频道,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿频道,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻台,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际频道,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
数码时代频道,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
杭州萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8
杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
